"","Actual","Pred","Pred.lower","Pred.upper","Pred.sd","AbsEffect","AbsEffect.lower","AbsEffect.upper","AbsEffect.sd","RelEffect","RelEffect.lower","RelEffect.upper","RelEffect.sd","alpha","p","CTNAME"
"Average95",278.857142857143,783.955663302283,589.232515857132,969.161590712096,94.5031620277033,-505.09852044514,-690.304447854953,-310.375372999989,94.5031620277033,-0.644294752993424,-0.880540163390313,-0.395909344786904,0.120546564622831,0.05,0.000791139240506329,41040
"Cumulative95",13664,38413.8275018119,28872.3932769995,47488.9179448927,4630.65493935746,-24749.8275018119,-33824.9179448927,-15208.3932769995,4630.65493935746,-0.644294752993424,-0.880540163390313,-0.395909344786904,0.120546564622831,0.05,0.000791139240506329,41040
"Average96",106.163265306122,633.055713529412,-483.218821653759,1704.30994436237,569.803354166267,-526.892448223289,-1598.14667905625,589.382086959882,569.803354166267,-0.832300280943298,-2.52449609868657,0.931011401309308,0.90008405577686,0.05,0.186311787072243,41050
"Cumulative96",5202,31019.7299629412,-23677.7222610342,83511.1872737561,27920.3643541471,-25817.7299629412,-78309.1872737561,28879.7222610342,27920.3643541471,-0.832300280943298,-2.52449609868657,0.931011401309308,0.90008405577686,0.05,0.186311787072243,41050
"Average97",364.122448979592,1248.39952890767,907.143599925695,1570.8979888528,166.709614962487,-884.277079928074,-1206.77553987321,-543.021150946103,166.709614962487,-0.708328591490102,-0.966658118598557,-0.434973851216717,0.133538671797126,0.05,0.000902527075812274,41060
"Cumulative97",17842,61171.5769164756,44450.0363963591,76974.0014537873,8168.77113316189,-43329.5769164756,-59132.0014537873,-26608.0363963591,8168.77113316189,-0.708328591490102,-0.966658118598557,-0.434973851216717,0.133538671797126,0.05,0.000902527075812274,41060
"Average98",430.897959183673,1206.88325419591,754.072824428502,1641.92567568599,227.803822116161,-775.985295012234,-1211.02771650232,-323.174865244828,227.803822116161,-0.64296632861083,-1.00343402088976,-0.26777641012191,0.188753818005318,0.05,0.00158730158730159,41070
"Cumulative98",21114,59137.2794555995,36949.5683969966,80454.3581086136,11162.3872836919,-38023.2794555995,-59340.3581086136,-15835.5683969966,11162.3872836919,-0.64296632861083,-1.00343402088976,-0.26777641012191,0.188753818005318,0.05,0.00158730158730159,41070
"Average99",291.897959183673,779.563568266588,614.244007876085,940.145724657821,81.9870695766735,-487.665609082914,-648.247765474147,-322.346048692411,81.9870695766735,-0.625562338895944,-0.831552155413791,-0.413495527259143,0.105170473472712,0.05,0.00111856823266219,41080
"Cumulative99",14303,38198.6148450628,30097.9563859282,46067.1405082332,4017.366409257,-23895.6148450628,-31764.1405082332,-15794.9563859282,4017.366409257,-0.625562338895944,-0.831552155413791,-0.413495527259143,0.105170473472712,0.05,0.00111856823266219,41080
"Average100",793.612244897959,6715.41794082508,4140.81207133548,9268.80914069396,1365.71700945715,-5921.80569592712,-8475.19689579601,-3347.19982643752,1365.71700945715,-0.881822359845491,-1.26205054852546,-0.498435072237108,0.203370366742856,0.05,0.00833333333333333,41090
"Cumulative100",38887,329055.479100429,202899.791495438,454171.647894004,66920.1334634003,-290168.479100429,-415284.647894004,-164012.791495438,66920.1334634003,-0.881822359845491,-1.26205054852546,-0.498435072237108,0.203370366742856,0.05,0.00833333333333333,41090
"Average101",266.714285714286,1319.41886807337,719.782750396453,1911.88722237656,300.533918662202,-1052.70458235908,-1645.17293666227,-453.068464682167,300.533918662202,-0.797854728192764,-1.24689207989316,-0.34338486105155,0.22777749048037,0.05,0.00165016501650165,41120
"Cumulative101",13069,64651.524535595,35269.3547694262,93682.4738964514,14726.1620144479,-51582.524535595,-80613.4738964514,-22200.3547694262,14726.1620144479,-0.797854728192764,-1.24689207989316,-0.34338486105155,0.22777749048037,0.05,0.00165016501650165,41120
"Average102",351.775510204082,2115.73166862877,1439.71151506964,2776.09246618128,343.551244415798,-1763.95615842469,-2424.3169559772,-1087.93600486556,343.551244415798,-0.833733400402296,-1.14585275246573,-0.514212657964638,0.162379402600925,0.05,0.00112107623318386,41130
"Cumulative102",17237,103670.85176281,70545.8642384125,136028.530842883,16834.0109763741,-86433.85176281,-118791.530842883,-53308.8642384125,16834.0109763741,-0.833733400402296,-1.14585275246573,-0.514212657964638,0.162379402600925,0.05,0.00112107623318386,41130
"Average103",161.163265306122,328.937180299092,245.618727359345,407.329056774266,40.3405304683663,-167.77391499297,-246.165791468144,-84.4554620532229,40.3405304683663,-0.510048498745013,-0.748367184409841,-0.256752556753938,0.122639010985885,0.05,0.000635324015247776,41140
"Cumulative103",7897,16117.9218346555,12035.3176406079,19959.1237819391,1976.68599294995,-8220.92183465552,-12062.1237819391,-4138.31764060792,1976.68599294995,-0.510048498745013,-0.748367184409841,-0.256752556753938,0.122639010985885,0.05,0.000635324015247776,41140
"Average104",659.938775510204,2735.44361641585,1940.16183384367,3512.31841746308,393.226717674173,-2075.50484090565,-2852.37964195288,-1280.22305833346,393.226717674173,-0.758745246456625,-1.04274846859766,-0.468012957989933,0.143752448529501,0.05,0.00114025085518814,41150
"Cumulative104",32337,134036.737204377,95067.9298583396,172103.602455691,19268.1091660345,-101699.737204377,-139766.602455691,-62730.9298583396,19268.1091660345,-0.758745246456625,-1.04274846859766,-0.468012957989933,0.143752448529501,0.05,0.00114025085518814,41150
"Average105",429,3241.69609079008,2103.94406022397,4308.10709390437,547.460267817472,-2812.69609079008,-3879.10709390437,-1674.94406022397,547.460267817472,-0.867661869593876,-1.19662885886349,-0.516687565186206,0.168880811922145,0.05,0.000870322019147084,41160
"Cumulative105",21021,158843.108448714,103093.258950975,211097.247601314,26825.5531230561,-137822.108448714,-190076.247601314,-82072.2589509746,26825.5531230561,-0.867661869593876,-1.19662885886349,-0.516687565186206,0.168880811922145,0.05,0.000870322019147084,41160
"Average106",1024.63265306122,2403.16596785931,1837.64113676367,2965.81916475455,284.730247185597,-1378.53331479809,-1941.18651169333,-813.008483702441,284.730247185597,-0.573632172407158,-0.807762151118715,-0.338307255751733,0.118481307988573,0.05,0.00111482720178372,41170
"Cumulative106",50207,117755.132425106,90044.4157014196,145325.139072973,13951.7821120943,-67548.1324251063,-95118.139072973,-39837.4157014196,13951.7821120943,-0.573632172407158,-0.807762151118715,-0.338307255751733,0.118481307988573,0.05,0.00111482720178372,41170
"Average107",556.959183673469,1592.48874016701,1311.38544873045,1877.51807850573,143.687203784678,-1035.52955649354,-1320.55889483226,-754.42626505698,143.687203784678,-0.650258636293367,-0.829242217871985,-0.473740407720471,0.0902280814680099,0.05,0.00112485939257593,41180
"Cumulative107",27291,78031.9482681836,64257.886987792,91998.3858467806,7040.67298544921,-50740.9482681836,-64707.3858467806,-36966.886987792,7040.67298544921,-0.650258636293367,-0.829242217871985,-0.473740407720471,0.09022808146801,0.05,0.00112485939257593,41180
"Average108",542.081632653061,1221.8985732244,949.449286356439,1473.18882686783,134.634090610777,-679.816940571339,-931.107194214773,-407.367653703378,134.634090610777,-0.55636118698249,-0.762016761962268,-0.333389090248627,0.110184342269505,0.05,0.0021505376344086,41190
"Cumulative108",26562,59873.0300879956,46523.0150314655,72186.2525165239,6597.07043992805,-33311.0300879956,-45624.2525165239,-19961.0150314655,6597.07043992805,-0.55636118698249,-0.762016761962268,-0.333389090248627,0.110184342269505,0.05,0.0021505376344086,41190
"Average109",1061.48979591837,2449.94503521368,1991.45549076958,2878.96616652932,233.342876954813,-1388.45523929531,-1817.47637061096,-929.965694851211,233.342876954813,-0.566729138547475,-0.741843733017643,-0.379586350503615,0.0952441273583355,0.05,0.0016025641025641,41200
"Cumulative109",52013,120047.30672547,97581.3190477093,141069.342159937,11433.8009707859,-68034.3067254702,-89056.3421599368,-45568.3190477093,11433.8009707859,-0.566729138547475,-0.741843733017643,-0.379586350503615,0.0952441273583355,0.05,0.0016025641025641,41200
"Average110",293.551020408163,2253.52181671934,1153.30751570292,3312.5113097821,534.003782817585,-1959.97079631117,-3018.96028937394,-859.756495294757,534.003782817585,-0.869736774576466,-1.33966321824606,-0.381516827978344,0.236964106074191,0.05,0.000879507475813544,41210
"Cumulative110",14384,110422.569019248,56512.0682694431,162313.054179323,26166.1853580617,-96038.5690192475,-147929.054179323,-42128.0682694431,26166.1853580617,-0.869736774576466,-1.33966321824606,-0.381516827978344,0.236964106074191,0.05,0.000879507475813544,41210
"Average111",1239.71428571429,9001.15067926774,-1221.98621436304,18887.3226962687,5090.07306313252,-7761.43639355345,-17647.6084105544,2461.70050007733,5090.07306313252,-0.862271577280702,-1.96059471054095,0.273487311544216,0.565491373770293,0.05,0.0699126092384519,41220
"Cumulative111",60746,441056.383284119,-59877.324503789,925478.812117167,249413.580093493,-380310.383284119,-864732.812117167,120623.324503789,249413.580093493,-0.862271577280702,-1.96059471054095,0.273487311544216,0.565491373770293,0.05,0.0699126092384519,41220
"Average112",923.959183673469,2131.97351892589,1430.06504150529,2792.20623666667,336.964133312515,-1208.01433525242,-1868.2470529932,-506.105857831821,336.964133312515,-0.566617889260197,-0.876299370704396,-0.237388435334226,0.158052682325192,0.05,0.000796178343949045,41230
"Cumulative112",45274,104466.702427369,70073.1870337592,136818.105596667,16511.2425323132,-59192.7024273688,-91544.1055966667,-24799.1870337592,16511.2425323132,-0.566617889260197,-0.876299370704396,-0.237388435334226,0.158052682325192,0.05,0.000796178343949045,41230
"Average113",413.775510204082,2205.62242064455,919.802856320706,3398.23247131774,624.456059340563,-1791.84691044047,-2984.45696111366,-506.027346116624,624.456059340563,-0.812399662638919,-1.35311326779201,-0.229426098220723,0.283120108634949,0.05,0.00167224080267559,41240
"Cumulative113",20275,108075.498611583,45070.3399597146,166513.391094569,30598.3469076876,-87800.4986115829,-146238.391094569,-24795.3399597146,30598.3469076876,-0.812399662638919,-1.35311326779201,-0.229426098220723,0.283120108634949,0.05,0.00167224080267559,41240
"Average114",191.040816326531,588.079053698953,456.366694973022,714.059707453986,66.6985517781346,-397.038237372422,-523.018891127456,-265.325878646491,66.6985517781346,-0.675144327748276,-0.889368338895467,-0.45117382939865,0.113417662742123,0.05,0.00113250283125708,41250
"Cumulative114",9361,28815.8736312487,22361.9680536781,34988.9256652453,3268.2290371286,-19454.8736312487,-25627.9256652453,-13000.9680536781,3268.2290371286,-0.675144327748276,-0.889368338895467,-0.45117382939865,0.113417662742123,0.05,0.00113250283125708,41250
"Average115",443.979591836735,1299.64635424978,1013.4332668256,1577.15489354454,139.911177540414,-855.666762413041,-1133.17530170781,-569.453674988867,139.911177540414,-0.658384305557474,-0.871910499346523,-0.438160483524447,0.107653268200932,0.05,0.000792393026941363,41260
"Cumulative115",21755,63682.671358239,49658.2300744545,77280.5897836827,6855.64769948031,-41927.671358239,-55525.5897836827,-27903.2300744545,6855.64769948031,-0.658384305557474,-0.871910499346523,-0.438160483524447,0.107653268200932,0.05,0.000792393026941363,41260
"Average116",256.102040816327,739.587573894657,529.50924293356,940.14530735751,103.633170699923,-483.48553307833,-684.043266541184,-273.407202117233,103.633170699923,-0.653723169701598,-0.924898268556653,-0.369675224094796,0.140122920338146,0.05,0.000810372771474878,41270
"Cumulative116",12549,36239.7911208382,25945.9529037444,46067.120060518,5078.02536429625,-23690.7911208382,-33518.120060518,-13396.9529037444,5078.02536429625,-0.653723169701598,-0.924898268556653,-0.369675224094796,0.140122920338146,0.05,0.000810372771474878,41270
"Average117",1358.83673469388,4886.65944050978,3637.8197684605,6092.93951486236,597.145511741238,-3527.8227058159,-4734.10278016848,-2278.98303376663,597.145511741238,-0.721929315673342,-0.968780991964241,-0.466368295460525,0.122199125805858,0.05,0.00087719298245614,41280
"Cumulative117",66583,239446.312584979,178253.168654565,298554.036228256,29260.1300753206,-172863.312584979,-231971.036228256,-111670.168654565,29260.1300753206,-0.721929315673342,-0.968780991964241,-0.466368295460525,0.122199125805858,0.05,0.00087719298245614,41280
"Average118",889.387755102041,3135.16560692865,2410.40029108105,3889.63456149852,378.552640443142,-2245.77785182661,-3000.24680639648,-1521.01253597901,378.552640443142,-0.716318731892021,-0.956965973269803,-0.485145834917811,0.120744065195966,0.05,0.0188679245283019,41290
"Cumulative118",43580,153623.114739504,118109.614262971,190592.093513428,18549.079381714,-110043.114739504,-147012.093513428,-74529.6142629713,18549.079381714,-0.716318731892021,-0.956965973269803,-0.485145834917811,0.120744065195966,0.05,0.0188679245283019,41290
"Average119",1460.75510204082,4526.94942295003,1448.85092454656,7643.42119193273,1636.09072996739,-3066.19432090921,-6182.66608989191,11.9041774942599,1636.09072996739,-0.677320207149807,-1.36574666784391,0.00262962458425312,0.361411311925199,0.05,0.0350877192982456,41300
"Cumulative119",71577,221820.521724551,70993.6953027813,374527.638404704,80168.4457684022,-150243.521724551,-302950.638404704,583.304697218734,80168.4457684022,-0.677320207149807,-1.36574666784391,0.00262962458425312,0.361411311925199,0.05,0.0350877192982456,41300
"Average120",347.469387755102,2142.61834145095,1617.66399845881,2691.8504455393,288.139774497249,-1795.14895369584,-2344.3810577842,-1270.19461070371,288.139774497249,-0.837829546665879,-1.09416642825741,-0.592823549640461,0.134480214662087,0.05,0.0192307692307692,41310
"Cumulative120",17026,104988.298731096,79265.5359244817,131900.671831426,14118.8489503652,-87962.2987310964,-114874.671831426,-62239.5359244817,14118.8489503652,-0.837829546665879,-1.09416642825741,-0.592823549640461,0.134480214662087,0.05,0.0192307692307692,41310
"Average121",3394.85714285714,9466.8115665503,7236.54959684342,11778.0289044674,1218.84956443103,-6071.95442369316,-8383.17176161026,-3841.69245398627,1218.84956443103,-0.641393818922898,-0.885532758593301,-0.405806371763052,0.128749743867055,0.05,0.0108695652173913,41320
"Cumulative121",166348,463873.766760965,354590.930245327,577123.416318903,59723.6286571204,-297525.766760965,-410775.416318903,-188242.930245327,59723.6286571204,-0.641393818922898,-0.885532758593301,-0.405806371763052,0.128749743867055,0.05,0.0108695652173913,41320
"Average122",371.591836734694,1828.12591090417,1103.50442272541,2528.46455940341,368.678303998896,-1456.53407416947,-2156.87272266872,-731.912585990714,368.678303998896,-0.796736190588257,-1.17982722623408,-0.400362240710608,0.201670082897382,0.05,0.00260416666666667,41330
"Cumulative122",18208,89578.1696343042,54071.716713545,123894.763410767,18065.2368959459,-71370.1696343042,-105686.763410767,-35863.716713545,18065.2368959459,-0.796736190588257,-1.17982722623408,-0.400362240710608,0.201670082897382,0.05,0.00260416666666667,41330
"Average123",272.734693877551,2133.72533147904,373.862071709627,3785.22338486954,847.971305316791,-1860.99063760148,-3512.48869099199,-101.127377832077,847.971305316791,-0.872179099224313,-1.64617659038487,-0.0473947496147398,0.397413524977464,0.05,0.0208333333333333,41340
"Cumulative123",13364,104552.541242473,18319.2415137717,185475.945858608,41550.5939605228,-91188.5412424728,-172111.945858608,-4955.24151377175,41550.5939605228,-0.872179099224313,-1.64617659038487,-0.0473947496147398,0.397413524977464,0.05,0.0208333333333333,41340
"Average124",149.877551020408,1102.56938639855,750.394672272043,1441.61115498302,172.727771285538,-952.691835378142,-1291.73360396261,-600.517121251635,172.727771285538,-0.864065198191317,-1.17156672396097,-0.544652453314683,0.156659320870261,0.05,0.000864304235090752,41350
"Cumulative124",7344,54025.8999335289,36769.3389413301,70638.9465941679,8463.66079299135,-46681.8999335289,-63294.9465941679,-29425.3389413301,8463.66079299135,-0.864065198191317,-1.17156672396097,-0.544652453314683,0.156659320870261,0.05,0.000864304235090752,41350
"Average125",260.469387755102,823.750448591663,594.621112879915,1040.57974066265,110.838488439298,-563.281060836561,-780.110352907547,-334.151725124814,110.838488439298,-0.683800611944531,-0.9470226744535,-0.405646789869555,0.134553478700733,0.05,0.000822368421052632,41360
"Cumulative125",12763,40363.7719809915,29136.4345311159,50988.4072924698,5431.0859335256,-27600.7719809915,-38225.4072924698,-16373.4345311159,5431.0859335256,-0.683800611944531,-0.9470226744535,-0.405646789869555,0.134553478700733,0.05,0.000822368421052632,41360
"Average126",1085.57142857143,3359.30973832142,2335.66664607486,4314.94772988855,499.576977891055,-2273.73830974999,-3229.37630131712,-1250.09521750343,499.576977891055,-0.676846878337016,-0.96132138828341,-0.372128596313383,0.148714175472454,0.05,0.00111358574610245,41380
"Cumulative126",53193,164606.177177749,114447.665657668,211432.438764539,24479.2719166617,-111413.177177749,-158239.438764539,-61254.6656576679,24479.2719166617,-0.676846878337016,-0.96132138828341,-0.372128596313383,0.148714175472454,0.05,0.00111358574610245,41380
"Average127",3603.08163265306,8787.84673586131,2052.00301111669,15116.2849980221,3387.04275935065,-5184.76510320825,-11513.203365369,1551.07862153637,3387.04275935065,-0.589992663623768,-1.31012792000412,0.176502693794915,0.385423512853139,0.05,0.0683760683760684,41400
"Cumulative127",176551,430604.490057204,100548.147544718,740697.964903081,165965.095208182,-254053.490057204,-564146.964903081,76002.852455282,165965.095208182,-0.589992663623768,-1.31012792000412,0.176502693794915,0.385423512853139,0.05,0.0683760683760684,41400
"Average128",355.714285714286,2636.78125151374,1145.28736325577,4011.16859081738,695.420315022122,-2281.06696579945,-3655.45430510309,-789.573077541487,695.420315022122,-0.865095261311466,-1.3863320300099,-0.299445802372952,0.263738341822209,0.05,0.00175901495162709,41410
"Cumulative128",17430,129202.281324173,56119.0807995329,196547.260950052,34075.595436084,-111772.281324173,-179117.260950052,-38689.0807995329,34075.595436084,-0.865095261311466,-1.3863320300099,-0.299445802372952,0.263738341822209,0.05,0.00175901495162709,41410
"Average129",705.34693877551,5886.09555097477,-11343.8837889462,23375.9260077566,8780.57078781495,-5180.74861219926,-22670.5790689811,12049.2307277216,8780.57078781495,-0.880167263227879,-3.8515479187603,2.04706679043397,1.49174791876439,0.05,0.293532338308458,41420
"Cumulative129",34562,288418.681997764,-555850.305658361,1145420.37438008,430247.968602932,-253856.681997764,-1110858.37438008,590412.30565836,430247.968602932,-0.880167263227879,-3.8515479187603,2.04706679043398,1.49174791876439,0.05,0.293532338308458,41420
"Average130",1467.16326530612,2975.50934633459,2372.35918482196,3540.6857023163,295.132048432739,-1508.34608102847,-2073.52243701018,-905.195919515833,295.132048432739,-0.506920296817934,-0.696863022650044,-0.304215451593492,0.0991870681892834,0.05,0.000884173297966401,41430
"Cumulative130",71891,145799.957970395,116245.600056276,173493.599413499,14461.4703732042,-73908.957970395,-101602.599413499,-44354.6000562758,14461.4703732042,-0.506920296817934,-0.696863022650044,-0.304215451593492,0.0991870681892834,0.05,0.000884173297966401,41430
"Average131",218.387755102041,1873.48617356446,740.237196913974,2885.42173217595,531.795448493101,-1655.09841846242,-2667.03397707391,-521.849441811933,531.795448493101,-0.883432416964925,-1.42356747261158,-0.278544591988673,0.283853415091565,0.05,0.00111358574610245,41440
"Cumulative131",10701,91800.8225046585,36271.6226487847,141385.664876621,26057.976976162,-81099.8225046585,-130684.664876621,-25570.6226487847,26057.976976162,-0.883432416964925,-1.42356747261158,-0.278544591988673,0.283853415091565,0.05,0.00111358574610245,41440
"Average132",3878.5306122449,10449.8673001651,8188.38468882206,12661.6784496222,1139.50340289767,-6571.33668792018,-8783.14783737732,-4309.85407657717,1139.50340289767,-0.628844032097553,-0.840503289189,-0.412431464704732,0.109044772547462,0.05,0.000868809730668983,41450
"Cumulative132",190048,512043.497708089,401230.849752281,620422.244031489,55835.6667419857,-321995.497708089,-430374.244031489,-211182.849752281,55835.6667419857,-0.628844032097553,-0.840503289189,-0.412431464704732,0.109044772547462,0.05,0.000868809730668983,41450
"Average133",275.020408163265,2146.46280971844,625.717963791338,3553.2580657858,731.826887631989,-1871.44240155517,-3278.23765762254,-350.697555628073,731.826887631989,-0.871872735498575,-1.52727438033392,-0.163383942195614,0.340945524105301,0.05,0.00677200902934537,41460
"Cumulative133",13476,105176.677676203,30660.1802257756,174109.645223504,35859.5174939675,-91700.6776762034,-160633.645223504,-17184.1802257756,35859.5174939675,-0.871872735498575,-1.52727438033392,-0.163383942195614,0.340945524105301,0.05,0.00677200902934537,41460
"Average134",879.489795918367,3117.81511713374,2203.94136029229,4064.95575135844,483.908288191994,-2238.32532121537,-3185.46595544008,-1324.45156437392,483.908288191994,-0.717914705370055,-1.02169815584464,-0.424801187567373,0.155207499486647,0.05,0.00373134328358209,41480
"Cumulative134",43095,152772.940739553,107993.126654322,199182.831816564,23711.5061214077,-109677.940739553,-156087.831816564,-64898.1266543221,23711.5061214077,-0.717914705370055,-1.02169815584464,-0.424801187567373,0.155207499486647,0.05,0.00373134328358209,41480
"Average135",762.448979591837,3099.32558953582,188.143297615655,5990.36269230102,1548.66702336822,-2336.87660994398,-5227.91371270918,574.305681976182,1548.66702336822,-0.753995197482293,-1.68679074259254,0.185300209798931,0.499678713523015,0.05,0.0738636363636364,41490
"Cumulative135",37360,151866.953887255,9219.0215831671,293527.77192275,75884.6841450427,-114506.953887255,-256167.77192275,28140.9784168329,75884.6841450427,-0.753995197482292,-1.68679074259254,0.185300209798931,0.499678713523015,0.05,0.0738636363636364,41490
"Average136",356.591836734694,2027.95053170132,1422.00849977012,2651.56407314754,317.322660181591,-1671.35869496662,-2294.97223641284,-1065.41666303542,317.322660181591,-0.824161471810884,-1.13167071905226,-0.525366199214736,0.15647455656395,0.05,0.0136986301369863,41500
"Cumulative136",17473,99369.5760533644,69678.4164887357,129926.639584229,15548.8103488979,-81896.5760533644,-112453.639584229,-52205.4164887358,15548.8103488979,-0.824161471810884,-1.13167071905226,-0.525366199214737,0.15647455656395,0.05,0.0136986301369863,41500
"Average137",375.673469387755,2627.22352679129,1184.42275416421,3958.47478745364,692.663683355819,-2251.55005740354,-3582.80131806589,-808.749284776457,692.663683355819,-0.857007420359631,-1.36372154159325,-0.307834212250759,0.26364855380303,0.05,0.00112866817155756,41510
"Cumulative137",18408,128733.952812773,58036.7149540464,193965.264585228,33940.5204844351,-110325.952812773,-175557.264585228,-39628.7149540464,33940.5204844351,-0.857007420359631,-1.36372154159325,-0.307834212250759,0.26364855380303,0.05,0.00112866817155756,41510
"Average138",3105.55102040816,15069.6515767685,9327.78082512235,20734.0817718888,2935.2062763052,-11964.1005563604,-17628.5307514806,-6222.22980471418,2935.2062763052,-0.793920184246615,-1.1698034730051,-0.41289805361568,0.19477598810779,0.05,0.00142450142450142,41660
"Cumulative138",152172,738412.927261658,457061.260430995,1015970.00682255,143825.107538955,-586240.927261658,-863798.00682255,-304889.260430995,143825.107538955,-0.793920184246615,-1.1698034730051,-0.41289805361568,0.19477598810779,0.05,0.00142450142450142,41660
"Average139",352.755102040816,816.538030124635,654.338348950076,969.229882815438,79.1636010374055,-463.782928083819,-616.474780774622,-301.58324690926,79.1636010374055,-0.5679869289285,-0.754985999464745,-0.36934378532648,0.0969502927197673,0.05,0.000807754442649435,41670
"Cumulative139",17285,40010.3634761071,32062.5790985537,47492.2642579565,3879.01645083287,-22725.3634761071,-30207.2642579565,-14777.5790985537,3879.01645083287,-0.567986928928501,-0.754985999464745,-0.36934378532648,0.0969502927197672,0.05,0.000807754442649435,41670
"Average140",154.816326530612,704.429683583711,463.665185888085,925.757462701954,116.199234627108,-549.613357053099,-770.941136171341,-308.848859357473,116.199234627108,-0.780224584314788,-1.09441886697514,-0.438438167151386,0.164955051348712,0.05,0.000912408759124088,41680
"Cumulative140",7586,34517.0544956018,22719.5941085162,45362.1156723957,5693.7624967283,-26931.0544956018,-37776.1156723957,-15133.5941085162,5693.7624967283,-0.780224584314788,-1.09441886697514,-0.438438167151386,0.164955051348712,0.05,0.000912408759124088,41680
"Average141",279.632653061225,1320.4468326454,-139.194392616457,2699.17816031651,727.160986347863,-1040.81417958417,-2419.54550725528,418.827045677681,727.160986347863,-0.788228767605125,-1.83236874627352,0.317185845975031,0.550693120215269,0.05,0.0798479087452472,41690
"Cumulative141",13702,64701.8947996245,-6820.52523820638,132259.729855509,35630.8883310453,-50999.8947996245,-118557.729855509,20522.5252382064,35630.8883310453,-0.788228767605126,-1.83236874627352,0.317185845975031,0.550693120215269,0.05,0.0798479087452472,41690
"Average142",1172.0612244898,6878.4134894452,3420.2002668404,10619.5302498059,1860.82119003055,-5706.3522649554,-9447.46902531609,-2248.13904235061,1860.82119003055,-0.82960297075942,-1.37349536194837,-0.326839764111352,0.270530579891125,0.05,0.00139275766016713,41700
"Cumulative142",57431,337042.260982815,167589.81307518,520356.982240488,91180.2383114968,-279611.260982815,-462925.982240488,-110158.81307518,91180.2383114968,-0.82960297075942,-1.37349536194837,-0.326839764111352,0.270530579891125,0.05,0.00139275766016713,41700
